club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Brighton & Hove Albion,Andi Zeqiri,21,Centre-Forward,Lausanne-Sport,£3.60m,in,Winter,3.6,Premier League,2020,2020/2021
Everton FC,Ben Godfrey,22,Centre-Back,Norwich,£24.75m,in,Winter,24.75,Premier League,2020,2020/2021
Fulham FC,Tosin Adarabioyo,23,Centre-Back,Man City,£1.49m,in,Winter,1.49,Premier League,2020,2020/2021
Leeds United,Raphinha,23,Right Winger,Stade Rennais,£16.72m,in,Winter,16.72,Premier League,2020,2020/2021
Leicester City,Wesley Fofana,19,Centre-Back,Saint-Étienne,£31.50m,in,Winter,31.5,Premier League,2020,2020/2021
Manchester City,Nahuel Bustos,22,Centre-Forward,CA Talleres,£5.85m,in,Winter,5.85,Premier League,2020,2020/2021
Manchester United,Amad Diallo,18,Right Winger,Atalanta,£18.90m,in,Winter,18.9,Premier League,2020,2020/2021
Manchester United,Alex Telles,27,Left-Back,FC Porto,£13.50m,in,Winter,13.5,Premier League,2020,2020/2021
Manchester United,Facundo Pellistri,18,Right Winger,Peñarol,£7.65m,in,Winter,7.65,Premier League,2020,2020/2021
Sheffield United,Rhian Brewster,20,Centre-Forward,Liverpool,£23.40m,in,Winter,23.4,Premier League,2020,2020/2021
Southampton FC,Ibrahima Diallo,21,Defensive Midfield,Stade Brest 29,£13.50m,in,Winter,13.5,Premier League,2020,2020/2021
West Ham United,Vladimir Coufal,28,Right-Back,Slavia Prague,£5.40m,in,Winter,5.4,Premier League,2020,2020/2021
Paris Saint-Germain,Grzegorz Krychowiak,26,Defensive Midfield,Sevilla FC,£24.75m,in,Summer,24.75,Ligue 1,2016,2016/2017
Paris Saint-Germain,Jesé,23,Left Winger,Real Madrid,£22.50m,in,Summer,22.5,Ligue 1,2016,2016/2017
Paris Saint-Germain,Giovani Lo Celso,20,Central Midfield,CA Rosario,£9.00m,in,Summer,9.0,Ligue 1,2016,2016/2017
Paris Saint-Germain,Thomas Meunier,24,Right-Back,Club Brugge,£5.40m,in,Summer,5.4,Ligue 1,2016,2016/2017
Olympique Lyon,Emanuel Mammana,20,Centre-Back,River Plate,£7.65m,in,Summer,7.65,Ligue 1,2016,2016/2017
Olympique Lyon,Jean-Philippe Mateta,19,Centre-Forward,LB Châteauroux,£3.69m,in,Summer,3.69,Ligue 1,2016,2016/2017
AS Monaco,Djibril Sidibé,23,Right-Back,LOSC Lille,£13.50m,in,Summer,13.5,Ligue 1,2016,2016/2017
AS Monaco,Benjamin Mendy,21,Left-Back,Marseille,£11.70m,in,Summer,11.7,Ligue 1,2016,2016/2017
AS Monaco,Kamil Glik,28,Centre-Back,Torino,£9.90m,in,Summer,9.9,Ligue 1,2016,2016/2017
AS Monaco,Youssef Aït Bennasser,19,Central Midfield,AS Nancy,£2.70m,in,Summer,2.7,Ligue 1,2016,2016/2017
OGC Nice,Wylan Cyprien,21,Central Midfield,Lens,£4.50m,in,Summer,4.5,Ligue 1,2016,2016/2017
OGC Nice,Dante,32,Centre-Back,VfL Wolfsburg,£2.25m,in,Summer,2.25,Ligue 1,2016,2016/2017
OGC Nice,Arnaud Lusamba,19,Central Midfield,AS Nancy,£2.25m,in,Summer,2.25,Ligue 1,2016,2016/2017
OGC Nice,Dalbert,22,Left-Back,Vit. Guimarães,£1.80m,in,Summer,1.8,Ligue 1,2016,2016/2017
OGC Nice,Arnaud Souquet,24,Right-Back,Dijon,£1.13m,in,Summer,1.13,Ligue 1,2016,2016/2017
LOSC Lille,Éder,28,Centre-Forward,Swansea,£4.05m,in,Summer,4.05,Ligue 1,2016,2016/2017
AS Saint-Étienne,Bryan Dabo,24,Central Midfield,Montpellier,£3.60m,in,Summer,3.6,Ligue 1,2016,2016/2017
AS Saint-Étienne,Léo Lacroix,24,Centre-Back,FC Sion,£2.70m,in,Summer,2.7,Ligue 1,2016,2016/2017
SM Caen,Ivan Santini,27,Centre-Forward,Standard Liège,£2.25m,in,Summer,2.25,Ligue 1,2016,2016/2017
Stade Rennais FC,Ramy Bensebaini,21,Left-Back,Paradou AC,£1.80m,in,Summer,1.8,Ligue 1,2016,2016/2017
SCO Angers,Famara Diédhiou,23,Centre-Forward,Clermont Foot,£1.44m,in,Summer,1.44,Ligue 1,2016,2016/2017
FC Girondins Bordeaux,Jérémy Ménez,29,Right Winger,AC Milan,£2.57m,in,Summer,2.57,Ligue 1,2016,2016/2017
FC Girondins Bordeaux,Paul Bernardoni,19,Goalkeeper,Troyes,£2.25m,in,Summer,2.25,Ligue 1,2016,2016/2017
FC Girondins Bordeaux,François Kamano,20,Left Winger,SC Bastia,£2.25m,in,Summer,2.25,Ligue 1,2016,2016/2017
Olympique Marseille,Rémy Cabella,26,Attacking Midfield,Newcastle,£7.20m,in,Summer,7.2,Ligue 1,2016,2016/2017
Olympique Marseille,Tomas Hubocan,30,Right-Back,Dynamo Moscow,£1.08m,in,Summer,1.08,Ligue 1,2016,2016/2017
FC Nantes,Mariusz Stepinski,21,Centre-Forward,Ruch Chorzow,£1.80m,in,Summer,1.8,Ligue 1,2016,2016/2017
FC Nantes,Diego Carlos,23,Centre-Back,Estoril,£1.17m,in,Summer,1.17,Ligue 1,2016,2016/2017
FC Lorient,Cafú,23,Central Midfield,Vit. Guimarães,£1.80m,in,Summer,1.8,Ligue 1,2016,2016/2017
FC Lorient,Lindsay Rose,24,Centre-Back,Olympique Lyon,£1.35m,in,Summer,1.35,Ligue 1,2016,2016/2017
FC Lorient,Steven Moreira,22,Right-Back,Stade Rennais,£1.08m,in,Summer,1.08,Ligue 1,2016,2016/2017
FC Toulouse,Christopher Jullien,23,Centre-Back,SC Freiburg,£2.52m,in,Summer,2.52,Ligue 1,2016,2016/2017
FC Toulouse,Jimmy Durmaz,27,Right Winger,Olympiacos,£1.80m,in,Summer,1.8,Ligue 1,2016,2016/2017
FC Toulouse,Ola Toivonen,30,Centre-Forward,Stade Rennais,£1.35m,in,Summer,1.35,Ligue 1,2016,2016/2017
AS Nancy-Lorraine,Vincent Marchetti,19,Defensive Midfield,AC Ajaccio,£1.35m,in,Summer,1.35,Ligue 1,2016,2016/2017
Paris Saint-Germain,Julian Draxler,23,Attacking Midfield,VfL Wolfsburg,£32.40m,in,Winter,32.4,Ligue 1,2016,2016/2017
Paris Saint-Germain,Gonçalo Guedes,20,Left Winger,Benfica,£27.00m,in,Winter,27.0,Ligue 1,2016,2016/2017
Olympique Lyon,Memphis Depay,22,Left Winger,Man Utd,£14.40m,in,Winter,14.4,Ligue 1,2016,2016/2017
AS Monaco,Jorge,20,Left-Back,Flamengo,£7.65m,in,Winter,7.65,Ligue 1,2016,2016/2017
OGC Nice,Bassem Srarfi,19,Right Winger,Club Africain,£1.35m,in,Winter,1.35,Ligue 1,2016,2016/2017
LOSC Lille,Anwar El Ghazi,21,Right Winger,Ajax,£6.30m,in,Winter,6.3,Ligue 1,2016,2016/2017
LOSC Lille,Farès Bahlouli,21,Attacking Midfield,Monaco,£3.15m,in,Winter,3.15,Ligue 1,2016,2016/2017
LOSC Lille,Gabriel Magalhães,19,Centre-Back,Avaí FC,£2.70m,in,Winter,2.7,Ligue 1,2016,2016/2017
LOSC Lille,Júnior Alonso,23,Centre-Back,Cerro Porteño,£2.25m,in,Winter,2.25,Ligue 1,2016,2016/2017
FC Girondins Bordeaux,Younousse Sankharé,27,Central Midfield,LOSC Lille,£2.70m,in,Winter,2.7,Ligue 1,2016,2016/2017
Montpellier HSC,Keagan Dolly,24,Left Winger,Sundowns,£1.53m,in,Winter,1.53,Ligue 1,2016,2016/2017
Montpellier HSC,Isaac Mbenza,20,Left Winger,Standard Liège,£1.53m,in,Winter,1.53,Ligue 1,2016,2016/2017
Montpellier HSC,Nordi Mukiele,19,Right-Back,Stade Lavallois,£1.35m,in,Winter,1.35,Ligue 1,2016,2016/2017
Montpellier HSC,Lukas Pokorny,23,Centre-Back,Slovan Liberec,£1.35m,in,Winter,1.35,Ligue 1,2016,2016/2017
Olympique Marseille,Dimitri Payet,29,Left Winger,West Ham,£26.37m,in,Winter,26.37,Ligue 1,2016,2016/2017
Olympique Marseille,Morgan Sanson,22,Central Midfield,Montpellier,£8.10m,in,Winter,8.1,Ligue 1,2016,2016/2017
Olympique Marseille,Grégory Sertic,27,Defensive Midfield,G. Bordeaux,£1.35m,in,Winter,1.35,Ligue 1,2016,2016/2017
FC Lorient,Mathieu Peybernes,26,Centre-Back,SC Bastia,£1.80m,in,Winter,1.8,Ligue 1,2016,2016/2017
FC Toulouse,Andy Delort,25,Centre-Forward,Tigres UANL,£5.40m,in,Winter,5.4,Ligue 1,2016,2016/2017
Dijon FCO,Chang-hoon Kwon,22,Right Winger,Suwon Bluewings,£1.35m,in,Winter,1.35,Ligue 1,2016,2016/2017
Amiens SC,Moussa Konaté,24,Centre-Forward,FC Sion,£3.15m,in,Summer,3.15,Ligue 1,2017,2017/2018
Amiens SC,Bongani Zungu,24,Central Midfield,Vit. Guimarães,£1.80m,in,Summer,1.8,Ligue 1,2017,2017/2018
SCO Angers,Enzo Crivelli,22,Centre-Forward,G. Bordeaux,£3.60m,in,Summer,3.6,Ligue 1,2017,2017/2018
SCO Angers,Thomas Touré,23,Left Winger,G. Bordeaux,£2.70m,in,Summer,2.7,Ligue 1,2017,2017/2018
SCO Angers,Baptiste Guillaume,22,Centre-Forward,LOSC Lille,£1.80m,in,Summer,1.8,Ligue 1,2017,2017/2018
SCO Angers,Lassana Coulibaly,21,Central Midfield,SC Bastia,£1.80m,in,Summer,1.8,Ligue 1,2017,2017/2018
SCO Angers,Angelo Fulgini,20,Central Midfield,Valenciennes FC,£1.26m,in,Summer,1.26,Ligue 1,2017,2017/2018
FC Girondins Bordeaux,Nicolas de Préville,26,Centre-Forward,LOSC Lille,£7.20m,in,Summer,7.2,Ligue 1,2017,2017/2018
FC Girondins Bordeaux,Jonathan Cafú,26,Right Winger,Ludogorets,£6.75m,in,Summer,6.75,Ligue 1,2017,2017/2018
FC Girondins Bordeaux,Otávio,23,Defensive Midfield,Atlético-PR,£4.50m,in,Summer,4.5,Ligue 1,2017,2017/2018
FC Girondins Bordeaux,Youssouf Sabaly,24,Right-Back,Paris SG,£3.60m,in,Summer,3.6,Ligue 1,2017,2017/2018
FC Girondins Bordeaux,Lukas Lerager,23,Central Midfield,Zulte Waregem,£3.15m,in,Summer,3.15,Ligue 1,2017,2017/2018
FC Girondins Bordeaux,Vukasin Jovanovic,21,Centre-Back,Zenit S-Pb,£2.70m,in,Summer,2.7,Ligue 1,2017,2017/2018
SM Caen,Alexander Djiku,22,Centre-Back,SC Bastia,£1.80m,in,Summer,1.8,Ligue 1,2017,2017/2018
SM Caen,Frédéric Guilbert,22,Right-Back,G. Bordeaux,£1.35m,in,Summer,1.35,Ligue 1,2017,2017/2018
SM Caen,Stef Peeters,25,Central Midfield,Sint-Truiden,£1.22m,in,Summer,1.22,Ligue 1,2017,2017/2018
Dijon FCO,Benjamin Jeannot,25,Centre-Forward,FC Lorient,£1.80m,in,Summer,1.8,Ligue 1,2017,2017/2018
Dijon FCO,Wesley Saïd,22,Right Winger,Stade Rennais,£1.35m,in,Summer,1.35,Ligue 1,2017,2017/2018
Dijon FCO,Wesley Lautoa,29,Centre-Back,FC Lorient,£1.35m,in,Summer,1.35,Ligue 1,2017,2017/2018
LOSC Lille,Thiago Maia,20,Defensive Midfield,Santos FC,£12.60m,in,Summer,12.6,Ligue 1,2017,2017/2018
LOSC Lille,Luiz Araújo,21,Right Winger,São Paulo,£9.45m,in,Summer,9.45,Ligue 1,2017,2017/2018
LOSC Lille,Nicolas Pépé,22,Right Winger,SCO Angers,£9.00m,in,Summer,9.0,Ligue 1,2017,2017/2018
LOSC Lille,Thiago Mendes,25,Defensive Midfield,São Paulo,£8.10m,in,Summer,8.1,Ligue 1,2017,2017/2018
LOSC Lille,Kévin Malcuit,25,Right-Back,Saint-Étienne,£8.10m,in,Summer,8.1,Ligue 1,2017,2017/2018
LOSC Lille,Xeka,22,Central Midfield,Braga,£4.50m,in,Summer,4.5,Ligue 1,2017,2017/2018
LOSC Lille,Nicolas de Préville,26,Centre-Forward,KV Oostende,£4.05m,in,Summer,4.05,Ligue 1,2017,2017/2018
LOSC Lille,Edgar Ié,23,Centre-Back,Belenenses SAD,£3.15m,in,Summer,3.15,Ligue 1,2017,2017/2018
LOSC Lille,Naïm Sliti,24,Left Winger,Red Star FC,£1.80m,in,Summer,1.8,Ligue 1,2017,2017/2018
Olympique Lyon,Bertrand Traoré,21,Right Winger,Chelsea,£9.00m,in,Summer,9.0,Ligue 1,2017,2017/2018
Olympique Lyon,Pape Cheikh,20,Central Midfield,Celta de Vigo,£9.00m,in,Summer,9.0,Ligue 1,2017,2017/2018
Olympique Lyon,Mariano Díaz,23,Centre-Forward,Real Madrid,£7.20m,in,Summer,7.2,Ligue 1,2017,2017/2018
Olympique Lyon,Marcelo,30,Centre-Back,Besiktas,£6.30m,in,Summer,6.3,Ligue 1,2017,2017/2018
Olympique Lyon,Ferland Mendy,22,Left-Back,AC Le Havre,£4.50m,in,Summer,4.5,Ligue 1,2017,2017/2018
Olympique Lyon,Marçal,28,Left-Back,Benfica,£4.05m,in,Summer,4.05,Ligue 1,2017,2017/2018
Olympique Lyon,Kenny Tete,21,Right-Back,Ajax,£3.60m,in,Summer,3.6,Ligue 1,2017,2017/2018
Olympique Marseille,Konstantinos Mitroglou,29,Centre-Forward,Benfica,£13.50m,in,Summer,13.5,Ligue 1,2017,2017/2018
Olympique Marseille,Florian Thauvin,24,Right Winger,Newcastle,£9.90m,in,Summer,9.9,Ligue 1,2017,2017/2018
Olympique Marseille,Luiz Gustavo,29,Defensive Midfield,VfL Wolfsburg,£9.00m,in,Summer,9.0,Ligue 1,2017,2017/2018
Olympique Marseille,Valère Germain,27,Centre-Forward,Monaco,£7.20m,in,Summer,7.2,Ligue 1,2017,2017/2018
Olympique Marseille,Clinton N'Jie,23,Centre-Forward,Spurs,£6.30m,in,Summer,6.3,Ligue 1,2017,2017/2018
Olympique Marseille,Adil Rami,31,Centre-Back,Sevilla FC,£5.40m,in,Summer,5.4,Ligue 1,2017,2017/2018
Olympique Marseille,Steve Mandanda,32,Goalkeeper,Crystal Palace,£2.70m,in,Summer,2.7,Ligue 1,2017,2017/2018
FC Metz,Philipp Wollscheid,28,Centre-Back,Stoke City,£2.25m,in,Summer,2.25,Ligue 1,2017,2017/2018
AS Monaco,Keita Baldé,22,Left Winger,Lazio,£27.00m,in,Summer,27.0,Ligue 1,2017,2017/2018
AS Monaco,Youri Tielemans,20,Central Midfield,RSC Anderlecht,£22.50m,in,Summer,22.5,Ligue 1,2017,2017/2018
AS Monaco,Terence Kongolo,23,Centre-Back,Feyenoord,£13.50m,in,Summer,13.5,Ligue 1,2017,2017/2018
AS Monaco,Stevan Jovetic,27,Centre-Forward,Inter,£9.45m,in,Summer,9.45,Ligue 1,2017,2017/2018
AS Monaco,Adama Diakhaby,21,Left Winger,Stade Rennais,£9.00m,in,Summer,9.0,Ligue 1,2017,2017/2018
AS Monaco,Soualiho Meïté,23,Central Midfield,Zulte Waregem,£7.20m,in,Summer,7.2,Ligue 1,2017,2017/2018
AS Monaco,Jordi Mboula,18,Right Winger,Barça U19,£2.70m,in,Summer,2.7,Ligue 1,2017,2017/2018
Montpellier HSC,Benjamin Lecomte,26,Goalkeeper,FC Lorient,£2.25m,in,Summer,2.25,Ligue 1,2017,2017/2018
Montpellier HSC,Giovanni Sio,28,Centre-Forward,Stade Rennais,£1.98m,in,Summer,1.98,Ligue 1,2017,2017/2018
FC Nantes,Kalifa Coulibaly,25,Centre-Forward,KAA Gent,£4.05m,in,Summer,4.05,Ligue 1,2017,2017/2018
FC Nantes,Ciprian Tatarusanu,31,Goalkeeper,Fiorentina,£2.25m,in,Summer,2.25,Ligue 1,2017,2017/2018
FC Nantes,Andrei Girotto,25,Centre-Back,Tombense,£2.07m,in,Summer,2.07,Ligue 1,2017,2017/2018
FC Nantes,Nicolas Pallois,29,Centre-Back,G. Bordeaux,£1.80m,in,Summer,1.8,Ligue 1,2017,2017/2018
OGC Nice,Allan Saint-Maximin,20,Left Winger,Monaco,£9.00m,in,Summer,9.0,Ligue 1,2017,2017/2018
OGC Nice,Jean-Victor Makengo,19,Central Midfield,SM Caen,£5.40m,in,Summer,5.4,Ligue 1,2017,2017/2018
OGC Nice,Pierre Lees Melou,24,Central Midfield,Dijon,£3.60m,in,Summer,3.6,Ligue 1,2017,2017/2018
OGC Nice,Racine Coly,21,Left-Back,Brescia,£3.15m,in,Summer,3.15,Ligue 1,2017,2017/2018
Paris Saint-Germain,Neymar,25,Left Winger,FC Barcelona,£199.80m,in,Summer,199.8,Ligue 1,2017,2017/2018
Paris Saint-Germain,Yuri Berchiche,27,Left-Back,Real Sociedad,£14.40m,in,Summer,14.4,Ligue 1,2017,2017/2018
Stade Rennais FC,Ismaïla Sarr,19,Right Winger,FC Metz,£15.30m,in,Summer,15.3,Ligue 1,2017,2017/2018
Stade Rennais FC,Faitout Maouassa,18,Left-Back,AS Nancy,£6.30m,in,Summer,6.3,Ligue 1,2017,2017/2018
Stade Rennais FC,Benjamin Bourigeaud,23,Central Midfield,Lens,£3.15m,in,Summer,3.15,Ligue 1,2017,2017/2018
Stade Rennais FC,Tomas Koubek,25,Goalkeeper,Sparta Praha,£2.70m,in,Summer,2.7,Ligue 1,2017,2017/2018
Stade Rennais FC,Brandon,22,Centre-Forward,RCD Mallorca,£2.70m,in,Summer,2.7,Ligue 1,2017,2017/2018
Stade Rennais FC,Hamari Traoré,25,Right-Back,Stade Reims,£2.16m,in,Summer,2.16,Ligue 1,2017,2017/2018
AS Saint-Étienne,Loïs Diony,24,Centre-Forward,Dijon,£9.00m,in,Summer,9.0,Ligue 1,2017,2017/2018
AS Saint-Étienne,Assane Dioussé,19,Defensive Midfield,FC Empoli,£4.50m,in,Summer,4.5,Ligue 1,2017,2017/2018
AS Saint-Étienne,Gabriel Silva,26,Left-Back,Udinese Calcio,£2.25m,in,Summer,2.25,Ligue 1,2017,2017/2018
RC Strasbourg Alsace,Idriss Saadi,25,Centre-Forward,Cardiff,£1.35m,in,Summer,1.35,Ligue 1,2017,2017/2018
RC Strasbourg Alsace,Nuno Da Costa,26,Centre-Forward,Valenciennes FC,£1.35m,in,Summer,1.35,Ligue 1,2017,2017/2018
RC Strasbourg Alsace,Jonas Martin,27,Central Midfield,Real Betis,£1.35m,in,Summer,1.35,Ligue 1,2017,2017/2018
FC Toulouse,Corentin Jean,21,Right Winger,Monaco,£3.15m,in,Summer,3.15,Ligue 1,2017,2017/2018
Olympique Lyon,Martin Terrier,20,Left Winger,LOSC Lille,£9.90m,in,Winter,9.9,Ligue 1,2017,2017/2018
AS Monaco,Pietro Pellegri,16,Centre-Forward,Genoa,£18.81m,in,Winter,18.81,Ligue 1,2017,2017/2018
OGC Nice,Ihsan Sacko,20,Attacking Midfield,R. Strasbourg,£1.80m,in,Winter,1.8,Ligue 1,2017,2017/2018
Stade Rennais FC,Diafra Sakho,28,Centre-Forward,West Ham,£9.00m,in,Winter,9.0,Ligue 1,2017,2017/2018
Stade Rennais FC,Rafik Guitane,18,Attacking Midfield,AC Le Havre,£7.20m,in,Winter,7.2,Ligue 1,2017,2017/2018
Amiens SC,Saman Ghoddos,24,Attacking Midfield,Östersund,£3.60m,in,Summer,3.6,Ligue 1,2018,2018/2019
Amiens SC,Juan Ferney Otero,23,Right Winger,Estudiantes,£1.92m,in,Summer,1.92,Ligue 1,2018,2018/2019
SCO Angers,Jeff Reine-Adélaïde,20,Central Midfield,Arsenal U23,£1.44m,in,Summer,1.44,Ligue 1,2018,2018/2019
FC Girondins Bordeaux,Samuel Kalu,20,Right Winger,KAA Gent,£7.65m,in,Summer,7.65,Ligue 1,2018,2018/2019
FC Girondins Bordeaux,Toma Basic,21,Central Midfield,Hajduk Split,£3.15m,in,Summer,3.15,Ligue 1,2018,2018/2019
SM Caen,Enzo Crivelli,23,Centre-Forward,SCO Angers,£2.70m,in,Summer,2.7,Ligue 1,2018,2018/2019
SM Caen,Yacine Bammou,26,Centre-Forward,FC Nantes,£2.43m,in,Summer,2.43,Ligue 1,2018,2018/2019
SM Caen,Casimir Ninga,25,Left Winger,Montpellier,£1.80m,in,Summer,1.8,Ligue 1,2018,2018/2019
SM Caen,Fayçal Fajr,30,Central Midfield,Getafe,£1.35m,in,Summer,1.35,Ligue 1,2018,2018/2019
Dijon FCO,Naïm Sliti,25,Left Winger,LOSC Lille,£1.80m,in,Summer,1.8,Ligue 1,2018,2018/2019
Dijon FCO,Nayef Aguerd,22,Centre-Back,FUS Rabat,£1.44m,in,Summer,1.44,Ligue 1,2018,2018/2019
Dijon FCO,Rúnar Alex Rúnarsson,23,Goalkeeper,Nordsjaelland,£1.44m,in,Summer,1.44,Ligue 1,2018,2018/2019
EA Guingamp,Sikou Niakaté,19,Centre-Back,Valenciennes FC,£2.25m,in,Summer,2.25,Ligue 1,2018,2018/2019
LOSC Lille,Jonathan Ikoné,20,Attacking Midfield,Paris SG,£4.50m,in,Summer,4.5,Ligue 1,2018,2018/2019
LOSC Lille,Zeki Celik,21,Right-Back,Istanbulspor,£2.25m,in,Summer,2.25,Ligue 1,2018,2018/2019
LOSC Lille,Loïc Rémy,31,Centre-Forward,UD Las Palmas,£1.26m,in,Summer,1.26,Ligue 1,2018,2018/2019
Olympique Lyon,Moussa Dembélé,22,Centre-Forward,Celtic,£19.80m,in,Summer,19.8,Ligue 1,2018,2018/2019
Olympique Lyon,Jason Denayer,23,Centre-Back,Man City,£9.00m,in,Summer,9.0,Ligue 1,2018,2018/2019
Olympique Lyon,Tanguy Ndombélé,21,Central Midfield,Amiens SC,£7.20m,in,Summer,7.2,Ligue 1,2018,2018/2019
Olympique Lyon,Lenny Pintor,18,Centre-Forward,Stade Brest 29,£4.50m,in,Summer,4.5,Ligue 1,2018,2018/2019
Olympique Lyon,Oumar Solet,18,Centre-Back,Stade Lavallois,£1.31m,in,Summer,1.31,Ligue 1,2018,2018/2019
Olympique Marseille,Kevin Strootman,28,Central Midfield,AS Roma,£22.50m,in,Summer,22.5,Ligue 1,2018,2018/2019
Olympique Marseille,Duje Caleta-Car,21,Centre-Back,RB Salzburg,£17.10m,in,Summer,17.1,Ligue 1,2018,2018/2019
Olympique Marseille,Nemanja Radonjic,22,Left Winger,Red Star,£10.80m,in,Summer,10.8,Ligue 1,2018,2018/2019
Olympique Marseille,Jordan Amavi,24,Left-Back,Aston Villa,£9.00m,in,Summer,9.0,Ligue 1,2018,2018/2019
AS Monaco,Aleksandr Golovin,22,Attacking Midfield,CSKA Moscow,£27.00m,in,Summer,27.0,Ligue 1,2018,2018/2019
AS Monaco,Benjamin Henrichs,21,Right-Back,Bay. Leverkusen,£18.00m,in,Summer,18.0,Ligue 1,2018,2018/2019
AS Monaco,Willem Geubbels,16,Left Winger,Olympique Lyon,£18.00m,in,Summer,18.0,Ligue 1,2018,2018/2019
AS Monaco,Jean-Eudes Aholou,24,Defensive Midfield,R. Strasbourg,£12.60m,in,Summer,12.6,Ligue 1,2018,2018/2019
AS Monaco,Nacer Chadli,29,Left Winger,West Brom,£10.80m,in,Summer,10.8,Ligue 1,2018,2018/2019
AS Monaco,Antonio Barreca,23,Left-Back,Torino,£9.00m,in,Summer,9.0,Ligue 1,2018,2018/2019
AS Monaco,Pelé,26,Defensive Midfield,Rio Ave FC,£6.48m,in,Summer,6.48,Ligue 1,2018,2018/2019
AS Monaco,Ronaël Pierre-Gabriel,20,Right-Back,Saint-Étienne,£5.40m,in,Summer,5.4,Ligue 1,2018,2018/2019
AS Monaco,Jonathan Panzo,17,Centre-Back,Chelsea U18,£2.70m,in,Summer,2.7,Ligue 1,2018,2018/2019
AS Monaco,Samuel Grandsir,21,Right Winger,Troyes,£2.70m,in,Summer,2.7,Ligue 1,2018,2018/2019
Montpellier HSC,Gaëtan Laborde,24,Centre-Forward,G. Bordeaux,£2.70m,in,Summer,2.7,Ligue 1,2018,2018/2019
Montpellier HSC,Florent Mollet,26,Attacking Midfield,FC Metz,£2.34m,in,Summer,2.34,Ligue 1,2018,2018/2019
Montpellier HSC,Junior Sambia,21,Defensive Midfield,Chamois Niort,£1.80m,in,Summer,1.8,Ligue 1,2018,2018/2019
FC Nantes,Anthony Limbombe,24,Left Winger,Club Brugge,£7.20m,in,Summer,7.2,Ligue 1,2018,2018/2019
FC Nantes,Lucas Evangelista,23,Central Midfield,Udinese Calcio,£2.70m,in,Summer,2.7,Ligue 1,2018,2018/2019
FC Nantes,Fábio,28,Right-Back,Middlesbrough,£1.80m,in,Summer,1.8,Ligue 1,2018,2018/2019
OGC Nice,Danilo,22,Defensive Midfield,Braga,£9.00m,in,Summer,9.0,Ligue 1,2018,2018/2019
OGC Nice,Myziane Maolida,19,Centre-Forward,Olympique Lyon,£9.00m,in,Summer,9.0,Ligue 1,2018,2018/2019
OGC Nice,Christophe Hérelle,25,Centre-Back,Troyes,£4.50m,in,Summer,4.5,Ligue 1,2018,2018/2019
OGC Nice,Youcef Atal,22,Right-Back,KV Kortrijk,£2.70m,in,Summer,2.7,Ligue 1,2018,2018/2019
Nîmes Olympique,Denis Bouanga,23,Left Winger,FC Lorient,£2.70m,in,Summer,2.7,Ligue 1,2018,2018/2019
Paris Saint-Germain,Kylian Mbappé,19,Centre-Forward,Monaco,£130.50m,in,Summer,130.5,Ligue 1,2018,2018/2019
Paris Saint-Germain,Thilo Kehrer,21,Right-Back,FC Schalke 04,£33.30m,in,Summer,33.3,Ligue 1,2018,2018/2019
Paris Saint-Germain,Juan Bernat,25,Left-Back,Bayern Munich,£4.50m,in,Summer,4.5,Ligue 1,2018,2018/2019
Stade Reims,Ghislain Konan,22,Left-Back,Vit. Guimarães,£3.60m,in,Summer,3.6,Ligue 1,2018,2018/2019
Stade Reims,Thomas Foket,23,Right-Back,KAA Gent,£3.15m,in,Summer,3.15,Ligue 1,2018,2018/2019
Stade Reims,Hyun-jun Suk,27,Centre-Forward,Troyes,£2.70m,in,Summer,2.7,Ligue 1,2018,2018/2019
Stade Rennais FC,Jordan Siebatcheu,22,Centre-Forward,Stade Reims,£8.10m,in,Summer,8.1,Ligue 1,2018,2018/2019
Stade Rennais FC,Clément Grenier,27,Central Midfield,Guingamp,£3.60m,in,Summer,3.6,Ligue 1,2018,2018/2019
Stade Rennais FC,Romain Del Castillo,22,Right Winger,Olympique Lyon,£1.80m,in,Summer,1.8,Ligue 1,2018,2018/2019
AS Saint-Étienne,Wahbi Khazri,27,Centre-Forward,Sunderland,£6.30m,in,Summer,6.3,Ligue 1,2018,2018/2019
AS Saint-Étienne,Rémy Cabella,28,Attacking Midfield,Marseille,£5.40m,in,Summer,5.4,Ligue 1,2018,2018/2019
AS Saint-Étienne,Franck Honorat,22,Right Winger,Clermont Foot,£1.80m,in,Summer,1.8,Ligue 1,2018,2018/2019
RC Strasbourg Alsace,Matz Sels,26,Goalkeeper,Newcastle,£3.60m,in,Summer,3.6,Ligue 1,2018,2018/2019
RC Strasbourg Alsace,Lebo Mothiba,22,Centre-Forward,LOSC Lille,£3.60m,in,Summer,3.6,Ligue 1,2018,2018/2019
RC Strasbourg Alsace,Stefan Mitrovic,28,Centre-Back,KAA Gent,£2.70m,in,Summer,2.7,Ligue 1,2018,2018/2019
RC Strasbourg Alsace,Ludovic Ajorque,24,Centre-Forward,Clermont Foot,£1.80m,in,Summer,1.8,Ligue 1,2018,2018/2019
RC Strasbourg Alsace,Ibrahima Sissoko,20,Defensive Midfield,Stade Brest 29,£1.80m,in,Summer,1.8,Ligue 1,2018,2018/2019
